132,การมีสุขภาพดี,0.92,0,0.7,0.91,0.37
133,ทาฐะ,0,-0.01,0.04,-0.07,-0.03
134,เจ้าของเอง,0.04,0.21,-0.17,0.21,0.1
135,กำทวน,0,0,0.96,-0.85,-0.6
136,ขยับขึ้น,0,0.14,-0.09,0.18,0.08
137,วกไปวนมา,-0.12,0.07,0,0.12,0.02
138,ใกล้ๆ,0.34,0.33,-0.11,0.32,0.3
139,ความโชคร้าย,-0.17,0,-0.25,-0.14,-0.18
140,ผู้ประกอบการค้า,0,0.17,0,0.1,0.09
141,ว่างงาน,-0.89,0,0.9,-0.78,-0.86
142,อนุสาวรีย์,0.03,0.17,0,0.09,0.1
143,ชักชวน,-0.02,-0.02,0.01,-0.01,-0.01
144,ผู้หลักผู้ใหญ่,0,0,-0.06,-0.05,-0.04
145,ค่าการกุศล,0,0,0,0.94,0.31
146,ผู้รับมอบอำนาจ,0,0.15,-0.05,0.08,0.06
147,งดงาม,0.58,0.34,-0.03,0.46,0.45
148,อ่อนหู,0.09,0.26,-0.24,0.39,0.17
149,กินนอน,0.02,-0.01,-0.02,0.03,0.03
150,ขั้นสูงสุด,0.11,0.16,0.04,0.32,0.18
151,ย้อนยอก,-0.27,0.17,-0.16,0.13,-0.02
152,เบ็นซิน,0,0,-0.08,0,-0.03
153,ยอมให้,-0.02,0.18,-0.12,0.45,0.16
154,เซกเมนต์,0.03,-0.02,0.06,0.12,0.04
155,จับใจ,0.53,0.6,-0.28,0.3,0.39
156,คมนาการ,0.06,0.12,-0.07,0.26,0.12
157,วัง,0.01,0.1,0,0.08,0.07
158,ทักท้วง,-0.03,0.03,0.44,-0.04,-0.19
159,การชนกัน,-0.12,-0.13,-0.12,-0.09,-0.07
160,เหตุไร,-0.13,0.21,-0.15,0.22,0.05
161,บอกเล่า,-0.07,0.12,-0.11,0.19,0.04
162,อารัมภกถา,0.08,0.15,-0.13,0.22,0.11
163,พร่า,-0.47,-0.5,-0.47,-0.45,-0.29
164,ผู้กำกับการผกก.),-0.04,0.19,0,0.07,0.07
165,เจ้าของบ้านเช่า,0.07,-0.01,0,0,0.03
166,แกร่งกล้า,0,0.26,-0.17,0.23,0.1
167,การสรรเสริญ,0.77,0,0,0.72,0.49
168,หลวม,-0.03,0,0.33,-0.2,-0.17
169,ผู้บรรยาย,-0.03,-0.01,-0.06,-0.04,-0.04
170,ตัวอักษร,0.01,0.03,-0.03,0.1,0.04
171,ขออวยพรให้กับ,0.82,0,0,0.75,0.52
172,ติดต่อกลับไป,0,0,-0.09,0.19,0.03
173,ไพ่โจ๊กเกอร์,-0.04,-0.18,-0.22,0.24,0.05
174,ล้อหมุน,0,0.26,-0.16,0.31,0.14
175,พระราชทานเพลิงศพ,0,0,0,-0.79,-0.26
176,เสียงก้อง,0,0,0.04,-0.43,-0.45
177,เกียร์,-0.03,-0.07,0.05,0.09,0.02
178,วิภู,0.05,0.11,-0.02,0.11,0.08
179,อื่น,-0.02,0.27,-0.14,0.24,0.12
180,ฟ่องฟู,-0.03,0.23,-0.11,0.27,0.12
181,เฉื่อย,-0.06,-0.09,0.04,0.33,0.11
182,ถึงตาย,-0.14,-0.02,-0.11,-0.15,-0.12
183,วิภา,0.45,0.54,-0.04,0.03,0.33
184,รูปการณ์,-0.02,0.19,-0.21,0.17,0.04
185,หลวง,0.17,0.19,-0.03,0.27,0.2
186,การละทิ้ง,0,-0.03,0.01,0.07,0.03
187,เสด็จลง,0,0.12,-0.2,0.3,0.07
188,รัฐสภา,0.03,0.21,-0.06,0.13,0.1
189,ศักดิ์ศรี,0.55,0.53,-0.02,0.73,0.6
190,รับอาสา,-0.1,0.22,-0.16,0.12,0.03
191,ล้วนแต่,0.04,0.21,-0.08,0.16,0.11
192,อาดุร,-0.81,0.24,-0.51,-0.04,-0.37
193,เรือใบ,0,-0.02,0.07,-0.06,-0.03
194,บทเรียน,-0.05,-0.04,0,-0.07,-0.02
195,ปราศจากความลำเอียง,0.07,0.14,-0.1,0.17,0.09
196,สาร-,0.04,0.21,-0.08,0.16,0.11
197,ภาษีผ่านทาง,0,0.28,-0.08,0.13,0.11
198,วางท่า,0.04,-0.64,0,0.38,0.36
199,หมู่บ้าน,-0.06,0,-0.13,0.09,-0.03
200,พันพัว,0.03,0.2,-0.12,0.17,0.09
201,โรคพิษสุนัขบ้า,-0.72,0,-0.82,-0.84,-0.8
202,ขวัญอ่อน,-0.23,0.18,-0.02,-0.14,-0.23
203,ข้อเสนอแนะ,0,0.31,-0.21,0.4,0.17
204,บังคับบัญชา,0,0.22,-0.11,0.19,0.1
205,อเนกอนันต์,0,0.1,-0.06,0.12,0.05
206,ในเมือง,0.08,0.13,0,0.08,0.09
207,เผ่นหนี,-0.06,0.14,-0.07,0.26,0.09
208,ขีดความสามารถ,0.03,0.15,0.03,0.16,0.1
209,การเรียงตัว,0.99,0.73,0,0.75,0.82
210,วิบุลย์,0.13,0.28,-0.1,0.22,0.18
211,อิ่มเอม,0.6,0.65,-0.27,0.32,0.43
212,นึกไม่ออก,-0.81,0,0,0,-0.27
213,พิธีฝังศพ,-0.14,0.17,-0.18,-0.05,-0.07
214,หลงทาง,0,0.08,0,0.09,0.06
215,การสำรวจความเสียหาย,-0.04,0.1,0.05,0.14,0.05
216,การสนทนา,0.12,0.07,0,0.24,0.14
217,โกรธจัด,0,0,0.86,0,-0.29
218,บู๊ต,0.31,0.23,0,0.09,0.21
219,แบบลบ,-0.91,0,0.92,-0.97,-0.93
220,อุดม,0.84,0.39,0,0.8,0.68
221,ท่วม,-0.12,-0.27,-0.33,-0.41,-0.2
222,ยู่อีกข้างหนึ่ง,0,0.13,-0.06,0.16,0.07
223,โดยละม่อม,0.94,0,0,0,0.31
224,อวดดี,-0.36,0,0.83,-0.42,-0.54
225,ทางอาญา,-0.07,0.07,-0.19,-0.05,-0.08
226,นวยนาด,-0.03,0.04,0,0.17,0.06
227,ลงมติ,-0.05,0.16,-0.09,0.1,0.04
228,สลบไสล,-0.07,-0.05,0,-0.11,-0.04
229,การเดินเรือ,-0.03,0.13,0.04,0.15,0.07
230,การยุติ,0.09,0.2,-0.09,0.18,0.13
231,การอ้างถึง,0,0.2,-0.11,0.28,0.12
232,การจัด,0.99,0.73,0,0.75,0.82
233,เต้าหู้,0,-0.03,0.05,-0.09,-0.03
234,หอบ,0.01,0.06,-0.03,0.17,0.06
235,ภาคตัด,0,0,0.05,0.16,0.04
236,พะยุพยุง,0.97,0.8,0,0.71,0.82
237,ปริบๆ,0.02,0.08,0,0.15,0.09
238,ขบถ,-0.07,-0.08,0.38,-0.47,-0.28
239,กองร้อย,0.11,0.18,0,0.13,0.14
240,เคร่งระเบียบ,-0.05,0.09,0,0.2,0.08
241,หวีด,0,0,-0.81,0,-0.27
242,งานนิทรรศการ,0.06,0,0,0.09,0.05
243,เงินโบนัส,0.39,0.14,-0.03,0,0.17
244,มูก,0,0,-0.05,-0.05,-0.03
245,โขก,0.09,0,-0.05,0.12,0.05
246,คงจะ,0.02,0.19,-0.18,0.2,0.08
247,เพราะเช่นนั้น,-0.02,0.2,-0.08,0.15,0.08
248,ดูแคลน,-0.94,0,0.92,-0.88,-0.92
249,คุยโม้,0,0,0.48,-0.79,-0.42
250,ปฏิรูป,0.47,0.51,0,0.5,0.49
251,ประเจก,0.09,0.14,-0.08,0.14,0.1
252,เป็นรูปเป็นร่าง,0,0.12,-0.2,0.3,0.07
253,ความดูแล,0.11,0.21,-0.1,0,0.07
254,มีอารมณ์,-0.03,0,-0.09,-0.06,-0.06
255,น้ำโซดา,0.08,0,0,0,0.03
256,เปล่งเสียง,0.01,0.05,-0.03,0.16,0.07
257,เคล้าเคลีย,0.53,0.32,-0.03,0.24,0.35
258,รอยเดิน,0,0,0,0.07,0.02
259,มูล,-0.03,0.07,-0.06,0.06,0
260,มัชฌิมา,0.06,0.16,0,0.2,0.14
261,ติดสินบน,-0.06,0.3,-0.18,0.14,0.07
262,ตรงต่อเวลา,0.05,0.21,-0.17,0.13,0.07
263,โขม,0,0,0.01,-0.06,-0.03
264,ท่านหญิง,0.04,0.07,-0.09,0.06,0.03
265,ดวงชะตา,0.61,0.36,0.15,0.41,0.34
266,เงินบำเหน็จ,0,0.19,-0.09,0.18,0.09
267,เอกภาพ,0.05,0.04,0,0.5,0.2
268,การสืบสวน,-0.2,0.13,-0.17,0.07,-0.06
269,ซื่อตรง,0.56,0.47,0.17,0.7,0.5
270,พระอรหันต์,0,0.25,-0.08,0.17,0.11
271,กำลังผลิต,0.03,0.15,0.03,0.16,0.1
272,ทวิบท,-0.06,-0.13,-0.08,0.11,0.03
273,การแสดงความคิดเห็น,-0.01,0.2,-0.1,0.16,0.09
274,ภริยา,0.05,0.14,-0.18,0.09,0.03
275,ดำเนินชีวิต,0.03,0.12,-0.15,0.18,0.06
276,แผนเดิม,0.14,-0.12,0.03,0,0.07
277,วัยวุฒิ,0,0,-0.06,-0.05,-0.04
278,ค่าปรับ,-0.08,0.28,-0.23,0.18,0.05
279,น่ารักน่าชัง,0.06,0,0.02,0.12,0.05
280,หน้าเจื่อน,-0.5,0.4,-0.23,-0.16,-0.16
281,ข้อเท้า,-0.04,-0.03,0.07,-0.03,-0.04
282,วินัยในตนเอง,0,-0.06,0.09,-0.15,-0.06
283,ที่ห้า,0.03,0,-0.11,0,-0.03
284,ไกล่เกลี่ย,-0.06,0.38,-0.17,0.03,0.06
285,เจิดจ้า,0.63,0.48,0,0.53,0.54
286,ไท้,0.04,0.08,0,0.04,0.05
287,ตีก้น,-0.25,0,-0.19,0,-0.15
288,รอบคอบ,0.1,0.2,-0.12,0.17,0.12
289,สรงน้ำ,0,-0.01,0.01,0.07,0.02
290,ชีวันตราย,0.99,0.96,0,0.84,0.93
291,เหลือบดู,0,0.1,0,0.11,0.07
292,อย่างใดอย่างหนึ่ง,0.01,0.2,-0.03,0.21,0.11
293,ธนุ,0.03,-0.08,0.05,-0.07,0
294,ดินแดน,0,0.08,0,0,0.03
295,เตาไฟ,0.04,-0.04,0,0,0.03
296,กำกัด,-0.34,-0.09,0.01,-0.24,-0.17
297,อับโชค,-0.73,0.3,-0.42,-0.07,-0.3
298,ธนู,0.03,-0.08,0.05,-0.07,0
299,พลิกฝ่ามือ,0.03,-0.17,-0.23,0.35,0.11
300,ปาฐะ,0.03,0.42,-0.15,0.12,0.14
301,เครื่องแบบ,-0.07,0,0,-0.07,-0.05
302,ขนมพาย,0.04,-0.1,0,0,0.04
303,ทำให้สำเร็จ,0.35,-0.06,-0.03,0.27,0.22
304,เชิญชวน,-0.02,-0.02,0.01,-0.01,-0.01
305,ทหารบก,-0.03,0,-0.08,-0.18,-0.1
306,เป็นครั้งคราว,0.05,0.07,0,0.11,0.07
307,กดน้ำ,0.08,0,0,0,0.03
308,แสดงถึง,-0.13,0.13,-0.11,-0.06,-0.06
309,อรรถประโยชน์,0.35,0.59,-0.02,0.47,0.46
310,พิมพ์หนังสือ,-0.07,0,-0.14,0.1,-0.03
311,ทำให้เจ็บ,-0.93,-0.99,-0.91,0,-0.29
312,ลำลอง,0.28,0.35,-0.02,0.32,0.31
313,ข้อขัดแย้ง,-0.06,0.12,0.35,0.08,-0.11
314,บดินทร์,0.04,0.1,0,0.08,0.07
315,เมืองหลวง,0.06,0.14,0,0,0.07
316,ยุทธนา,-0.07,0,-0.1,-0.2,-0.12
317,ความกลัดกลุ้ม,-0.58,0,-0.39,-0.18,-0.39
318,การบัญชาการ,0,0.22,-0.11,0.19,0.1
319,แบบขอไปที,0.09,0.6,-0.2,0.08,0.19
320,ผดุงรักษา,0.71,0,0,0.77,0.49
321,ผู้รับมอบฉันทะ,0,0.28,-0.08,0.28,0.16
322,ภาพยนตร์ภาพนิ่ง,0.13,0,0,0,0.04
323,นับหน้าถือตา,0.32,0.46,-0.35,0.44,0.29
324,ชี้ขาด,0,0.1,0,0.08,0.06
325,ผู้ออกเสียง,0,0.17,-0.1,0.07,0.05
326,ตีกิน,0,0.12,-0.11,0.21,0.07
327,รกรากเดิม,-0.09,0,-0.13,0.06,-0.05
328,โจน,0.01,0.06,0,0.11,0.06
329,สลับกัน,0,0,-0.08,0.17,0.03
330,ไทย,0.7,0.64,-0.04,0.73,0.68
331,ซวย,-0.72,0.15,0.26,-0.54,-0.59
332,พญา,0.04,0.1,0,0.08,0.07
333,คุณศัพท์,0.81,0,0,0.82,0.54
334,ฉะนี้,-0.02,0.2,-0.08,0.15,0.08
335,วงจร,0,0,0,0.11,0.04
336,ทางบวก,0.57,0.67,-0.34,0.48,0.46
337,ตรงกลาง,0.04,0.07,0.03,0.13,0.07
338,ไพรู,0.09,0.12,0,0.23,0.15
339,ถือปูน,0,-0.09,0.01,-0.15,-0.03
340,อย่างเป็นแบบฉบับ,0,0.13,0,0,0.04
341,รอบรู้,0.07,0.22,-0.11,0.23,0.14
342,ไพรำ,0.03,0,0.03,0.16,0.05
343,มีกลิ่นเหงื่อ,-0.05,-0.08,0.05,-0.08,-0.03
344,เป็นบ้า,-0.22,0.3,-0.12,0.03,0
345,ไพรี,-0.08,0,-0.07,-0.24,-0.13
346,คนงาน,0.04,0.09,-0.06,0.06,0.05
347,ฉิบ,0,0.08,0,0.13,0.07
348,ถากถาง,0,0,0.74,-0.86,-0.53
349,ฉิน,-0.43,0,-0.21,-0.21,-0.28
350,อัสมิมานะ,-0.06,0.09,-0.07,-0.05,-0.03
351,เวทย์,0.77,0.72,0,0,0.5
352,ซากดึกดำบรรพ์,0,0,-0.09,0,-0.03
353,ผึง,0.01,-0.11,-0.12,0.2,0.07
354,แนวหน้า,-0.02,0.11,-0.05,0.12,0.05
355,กระแสนิยม,0.05,0.15,0,0.16,0.12
356,ออกคำสั่ง,0.02,0.22,-0.06,0.19,0.13
357,เงื่อน,0.04,0.13,-0.08,0.13,0.05
358,ลูกอ่อน,-0.04,0,-0.02,-0.03,-0.03
359,นักวิชาการ,-0.03,0.03,-0.09,-0.05,-0.04
360,ทางฟิสิกส์,-0.06,0.14,-0.06,0.12,0.04
361,สั่งงาน,0,0,0,0.75,0.25
362,เป็นอาจิณ,0,0.1,-0.07,0.14,0.05
363,ปลดแอก,0.23,0.22,-0.03,0.29,0.23
364,แบบอย่าง,0.1,0.16,-0.06,0.2,0.13
365,นั่งสมาธิ,0,0,0,0.73,0.24
366,ช้อนคาว,0,0,0.03,-0.07,-0.03
367,ร่ม,0,-0.08,0.08,-0.08,-0.03
368,ซองใส่ธนบัตร,0,0.14,0,0,0.05
369,วุฒิสมาชิก,0,0.13,-0.12,0.09,0.03
370,ขัย,-0.01,0.11,-0.04,0.1,0.06
371,สี่เหลี่ยมผืนผ้า,0.03,0,0.06,0.14,0.04
372,โนน,0,0.12,-0.07,0.12,0.06
373,ส่วนปิดคลุม,0.08,0.2,-0.09,0.23,0.14
374,จารชน,0,0,0,-0.91,-0.3
375,โชคลาภ,0.97,0,0.77,0.88,0.36
376,ทำให้เหินห่าง,-0.11,0.18,0.63,-0.64,-0.4
377,กำหนดกฎเกณฑ์,0,0.16,-0.02,0.13,0.09
378,เสริมแต่ง,-0.07,0.11,-0.09,0.23,0.06
379,ร่า,0.81,0.51,-0.12,0.33,0.51
380,ร่ำ,0,0.12,-0.1,0.17,0.06
381,แอ๊สไพริน,-0.07,-0.04,-0.05,-0.25,-0.11
382,หยากเยื่อ,-0.02,-0.01,0,-0.11,-0.04
383,ปอกเปลือก,0,0,0.02,-0.06,-0.03
384,สภาพการณ์,0.07,-0.07,-0.17,0.16,0.05
385,ทำตามสัญญา,0.82,0.81,0,0.77,0.8
386,อนิยม-,0,-0.89,0,0,0.3
387,ขัง,-0.28,0.05,-0.66,-0.55,-0.48
388,ที่สี่,0,0.14,0.1,0.07,0.04
389,ประกาศใช้,-0.07,0,-0.14,0.1,-0.03
390,ยวนตา,-0.14,0.1,0.66,-0.66,-0.45
391,คำนิยมพื้นฐาน,0,0.72,0,0.77,0.49
392,ยังกับ,0.47,0.42,-0.32,0.37,0.31
393,ขัด,-0.02,0.02,-0.03,0.05,0.02
394,ไพร่,0,0.21,-0.07,0.14,0.1
395,หมายความ,-0.12,0.2,-0.1,0.12,0.04
396,สะเพร่า,0,0,0.78,-0.83,-0.54
397,เกี่ยวกับเกษตรกรรม,0,0.09,0.02,0.09,0.06
398,ตลอดปลอดโปร่ง,-0.03,0.07,0,0.08,0.04
399,ร่น,0,0,-0.13,-0.08,-0.07
400,ขับ,0.24,0.06,-0.06,0.08,0.11
401,ขัน,0.31,0.03,0,0.42,0.26
402,ดอลล่าร์,0,0.19,0.02,0.06,0.08
403,ยำเกรง,0.16,0.23,-0.66,0.22,-0.02
404,ผู้ที่เห็นเหตุการณ์,-0.05,0.17,-0.09,0.11,0.05
405,บุคลิกภาพ,0.03,0.13,-0.18,0.16,0.04
406,เรียงๆ,0,0.07,0,0,0.02
407,เติบโต,0,0.15,-0.09,0.1,0.06
408,ถาวร,0.02,0.1,-0.1,0.24,0.09
409,ด้วย,0.12,0.32,-0.18,0.32,0.19
410,เสา,0.1,-0.02,0.01,0.06,0.05
411,การฆ่าคน,-0.13,-0.04,-0.13,-0.15,-0.12
412,เมตตา,0.53,0.59,-0.07,0.7,0.58
413,ขนัด,0,0.12,-0.04,0.11,0.07
414,โทรม,-0.31,0.08,-0.18,-0.06,-0.16
415,ใส่ปุ๋ยหมัก,-0.13,0,-0.1,-0.04,-0.09
416,ช่างถ่ายภาพ,0.1,0,-0.04,0.06,0.04
417,ราคาสูง,0.05,0.09,0.03,0.15,0.09
418,อาณาประชาราษฎร์,0.09,0.11,0,0.11,0.1
419,เสพ,0.03,0.22,-0.13,0.28,0.13
420,ผู้ครอบครอง,0.04,0.21,-0.17,0.21,0.1
421,อีกอันหนึ่ง,-0.07,0.37,-0.17,0.28,0.13
422,วิจารณ์,-0.21,0,-0.11,-0.54,-0.29
423,ปทีป,0.04,-0.01,-0.13,0,-0.03
424,เดิม,0.02,0.07,-0.07,0.12,0.05
425,ไม่นาน,0,0.07,0,0,0.02
426,วุฒิ,0.24,0.1,-0.05,0.06,0.12
427,ประสาน,0.13,0.17,-0.1,0.19,0.13
428,เปลือกหุ้ม,0.04,0.11,-0.05,0.11,0.07
429,ด้วน,-0.06,0.17,-0.1,0.23,0.09
430,เด็กกำพร้า,-0.05,0.15,-0.07,0.14,0.06
431,ร้านขายหนังสือพิมพ์,0,0,0,-0.07,-0.02
432,จังงัง,-0.02,-0.57,-0.05,0.32,0.27
433,ผิวพรรณ,0,0,0.02,-0.06,-0.03
434,ขนมธรรมเนียม,0.06,0.13,-0.18,0.16,0.06
435,ลักษณะจร,0,0,0,0.14,0.05
436,ประสาท,0.02,0,-0.05,-0.04,-0.02
437,และเล็ม,-0.09,-0.04,0.07,-0.13,-0.08
438,ยัง,0.06,0.25,-0.13,0.26,0.14
439,ฮึดฮัด,0.03,0.13,0.76,-0.67,-0.42
440,ดาราหญิง,0.03,-0.01,-0.11,-0.05,-0.04
441,ซิมพาเทติก,0,0,0,0.8,0.27
442,สภาพยืดหยุ่น,-0.06,0.11,0,0.19,0.08
443,ยัญ,-0.34,0.15,-0.28,0.38,-0.03
444,ดำรงฐานะ,0.02,0.16,-0.11,0.27,0.11
445,ปึ่งชา,0.1,0,0,0.07,0.06
446,ออกทุน,-0.05,0.27,-0.06,0.14,0.1
447,ใบมีดโกน,0,-0.03,0.07,-0.1,-0.05
448,ยัด,0.01,0.1,-0.11,0.18,0.06
449,ขี้ฉ้อตอแหล,-0.72,-0.93,0.92,-0.81,-0.51
450,ใหม่,0.04,0.15,-0.09,0.17,0.09
451,คลาสสิก,0.14,-0.12,0.03,0,0.07
452,ยับ,0,0.16,-0.07,0.06,0.05
453,ความวิกลจริต,0,0,0.81,-0.75,-0.52
